📺央视频道,#genre#
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】范争一5-1吉米·怀特（赛场原声） 21:30,http://121.40.91.27:5222/966317703
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】范争一5-1吉米·怀特（赛场原声） 21:30,http://223.241.233.130:7788/966317703
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】罗比·威廉姆斯0-5江俊（赛场原声） 21:30,http://121.40.91.27:5222/966317614
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】罗比·威廉姆斯0-5江俊（赛场原声） 21:30,http://223.241.233.130:7788/966317614
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】斯坦·穆迪2-5尤里安·博伊科（赛场原声） 21:30,http://121.40.91.27:5222/966317744
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】斯坦·穆迪2-5尤里安·博伊科（赛场原声） 21:30,http://223.241.233.130:7788/966317744
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】扎克·舒尔第5-2克雷格·斯泰德曼（赛场原声） 21:30,http://121.40.91.27:5222/966317800
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】扎克·舒尔第5-2克雷格·斯泰德曼（赛场原声） 21:30,http://223.241.233.130:7788/966317800
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 26/27斯诺克深圳公开赛资格赛第2轮回放：汤姆·福德3-5邓壕辉（赛场原声） 21:30,http://121.40.91.27:5222/966317873
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 26/27斯诺克深圳公开赛资格赛第2轮回放：亚历山大·乌尔森巴赫2-5杰米·克拉克（赛场原声） 21:30,http://121.40.91.27:5222/966317934
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 26/27斯诺克深圳公开赛资格赛第2轮回放：马特乌斯·巴拉诺夫斯基5-3斯图尔特·卡灵顿（赛场原声） 21:30,http://121.40.91.27:5222/966317950
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】刘宏宇5-0阿尔特米·齐津斯（赛场原声） 02:00,http://123.113.13.236:51234/966317988
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】瑞恩·戴2-5阿什利·休吉尔（赛场原声） 02:00,http://123.113.13.236:51234/966318092
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】斯科特·唐纳森5-2王信伯（赛场原声） 02:00,http://123.113.13.236:51234/966318175
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】亚伦·希尔5-2姚朋成（赛场原声） 02:00,http://123.113.13.236:51234/966318034
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】吉米·罗伯逊5-0巩晨智（赛场原声） 02:00,http://123.113.13.236:51234/966318005
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】马修·史蒂文斯1-5本·默滕斯（赛场原声） 02:00,http://123.113.13.236:51234/966317983
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】卢卡·布雷切尔5-3朱利安·勒克莱（赛场原声） 02:00,http://123.113.13.236:51234/966318217
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】辛格·查达3-5利亚姆·戴维斯（赛场原声） 02:00,http://123.113.13.236:51234/966319099
机器人足球赛 首届北京市中学生人形机器人足球赛DAY1 2026首届北京市中学生人形机器人足球赛Day1全场回放（官方解说）（一） 09:30,http://123.113.13.236:51234/966326664
机器人足球赛 首届北京市中学生人形机器人足球赛DAY1 2026首届北京市中学生人形机器人足球赛Day1全场回放（官方解说）（二） 09:30,http://123.113.13.236:51234/966327609
全国女子篮球锦标赛 福建金篮71-84四川远达美乐 全场回放（赛场原声） 13:55,http://123.113.13.236:51234/966325595
全国女子篮球锦标赛 浙江稠州银行63-57东莞新世纪 全场回放（赛场原声） 14:25,http://123.113.13.236:51234/966326214
全国女子篮球锦标赛 北京大学89-83北京首钢 全场回放（赛场原声） 15:55,http://123.113.13.236:51234/966327726
全国女子篮球锦标赛 上海交通大学69-85山西竹叶青酒 全场回放（赛场原声） 16:55,http://123.113.13.236:51234/966328315
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：诺鹏·桑坎姆4-5蓝裕豪（赛场原声） 17:00,http://123.113.13.236:51234/966329458
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：本·沃拉斯顿4-5罗泽涛（孙嘉星） 17:00,http://123.113.13.236:51234/966329526
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：杰克逊·佩奇5-3迪伦·埃莫里（赛场原声） 17:00,http://123.113.13.236:51234/966329846
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：马修·塞尔特5-1斯蒂芬·霍尔沃斯（赛场原声） 17:00,http://123.113.13.236:51234/966329877
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：本·沃拉斯顿4-5罗泽涛（赛场原声） 17:00,http://123.113.13.236:51234/966330255
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：奥利弗·莱恩斯5-2瑞安·埃文斯（赛场原声） 17:00,http://123.113.13.236:51234/966330587
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：安东尼·麦克吉尔5-4乔丹·布朗（赛场原声） 17:00,http://123.113.13.236:51234/966331000
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：大卫·利利4-5黄佳浩（赛场原声） 17:00,http://123.113.13.236:51234/966331549
NBA经典赛事 NBA精彩重播：湖人 vs 森林狼 全场回放（孙博、闫宇峰、李根、佳依） 18:00,http://123.113.13.236:51234/959748211
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 2026全国柔道积分赛第一比赛日决赛三号场全场回放（赛场原声） 17:55,http://123.113.13.236:51234/966329418
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 2026全国柔道积分赛第一比赛日决赛一号场全场回放（赛场原声） 17:55,http://123.113.13.236:51234/966329685
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 2026全国柔道积分赛第一比赛日决赛二号场全场回放（赛场原声） 17:55,http://123.113.13.236:51234/966329762
全国女子篮球锦标赛 大连文体旅69-74上海浦发银行 全场回放（赛场原声） 19:25,http://123.113.13.236:51234/966330040
全国女子篮球锦标赛 河南豫光金铅72-78江苏南钢 全场回放（赛场原声） 19:25,http://123.113.13.236:51234/966330275
浙BA 文成64-77龙港 2026浙江省城市篮球联赛全场回放：文成VS龙港（赛场原声） 19:30,http://123.113.13.236:51234/966331022
浙BA 柯城75-60龙游 2026浙江省城市篮球联赛全场回放：柯城VS龙游（赛场原声） 19:30,http://123.113.13.236:51234/966330348
浙BA 景宁62-102缙云 2026浙江省城市篮球联赛全场回放：景宁VS缙云（赛场原声） 19:30,http://123.113.13.236:51234/966331679
斯诺克 常冰玉五连鞭对手且轰出极难147 六号桌 23:00,http://123.113.13.236:51234/966169119
斯诺克 常冰玉五连鞭对手且轰出极难147 一号桌 23:00,http://123.113.13.236:51234/966168984
斯诺克 常冰玉五连鞭对手且轰出极难147 三号桌 23:00,http://123.113.13.236:51234/966169079
世界杯 西班牙VS阿根廷 全场回放（AI智慧观赛） 01:00,http://223.241.233.130:7788/966301660
世界杯 西班牙VS阿根廷 全场回放（智能解说） 01:00,http://223.241.233.130:7788/966301819
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】汤姆·福德3-5邓壕辉（赛场原声） 21:30,http://223.241.233.130:7788/966317873
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】亚历山大·乌尔森巴赫2-5杰米·克拉克（赛场原声） 21:30,http://223.241.233.130:7788/966317934
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】马特乌斯·巴拉诺夫斯基5-3斯图尔特·卡灵顿（赛场原声） 21:30,http://223.241.233.130:7788/966317950
斯诺克 范争一、江俊晋级 邓壕辉5-3福德 【回放】迈克尔·霍尔特5-4罗斯·缪尔（赛场原声） 21:30,http://223.241.233.130:7788/966319467
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】刘宏宇5-0阿尔特米·齐津斯（赛场原声） 02:00,http://121.40.91.27:5222/966317988
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】刘宏宇5-0阿尔特米·齐津斯（赛场原声） 02:00,http://223.241.233.130:7788/966317988
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】吉米·罗伯逊5-0巩晨智（赛场原声） 02:00,http://121.40.91.27:5222/966318005
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】吉米·罗伯逊5-0巩晨智（赛场原声） 02:00,http://223.241.233.130:7788/966318005
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】马修·史蒂文斯1-5本·默滕斯（赛场原声） 02:00,http://121.40.91.27:5222/966317983
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】马修·史蒂文斯1-5本·默滕斯（赛场原声） 02:00,http://223.241.233.130:7788/966317983
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 26/27斯诺克深圳公开赛资格赛第2轮回放：亚伦·希尔5-2姚朋成（赛场原声） 02:00,http://121.40.91.27:5222/966318034
机器人足球赛 首届北京市中学生人形机器人足球赛DAY1 解说 09:30,http://121.40.91.27:5222/966217871
全国柔道积分赛 全国柔道积分赛 第一比赛日预赛 一号场 09:55,http://121.40.91.27:5222/966312900
全国柔道积分赛 全国柔道积分赛 第一比赛日预赛 二号场 09:55,http://121.40.91.27:5222/966312891
全国柔道积分赛 全国柔道积分赛 第一比赛日预赛 三号场 09:55,http://121.40.91.27:5222/966312886
全国女子篮球锦标赛 福建金篮vs四川远达美乐 清流播出 13:55,http://121.40.91.27:5222/966167535
全国女子篮球锦标赛 浙江稠州银行vs东莞新世纪 清流播出 14:25,http://121.40.91.27:5222/966167526
全国女子篮球锦标赛 北京大学vs北京首钢 清流播出 15:55,http://121.40.91.27:5222/966167512
全国女子篮球锦标赛 上海交通大学vs山西竹叶青酒 清流播出 16:55,http://121.40.91.27:5222/966167496
斯诺克 桑坎姆、麦克吉尔登场 一号桌 17:00,http://121.40.91.27:5222/966168892
斯诺克 桑坎姆、麦克吉尔登场 二号桌 17:00,http://121.40.91.27:5222/966168912
斯诺克 桑坎姆、麦克吉尔登场 三号桌 17:00,http://121.40.91.27:5222/966168918
斯诺克 桑坎姆、麦克吉尔登场 四号桌 17:00,http://121.40.91.27:5222/966168923
斯诺克 桑坎姆、麦克吉尔登场 五号桌 17:00,http://121.40.91.27:5222/966168942
斯诺克 桑坎姆、麦克吉尔登场 六号桌 17:00,http://121.40.91.27:5222/966168950
斯诺克 桑坎姆、麦克吉尔登场 七号桌 17:00,http://121.40.91.27:5222/966168960
斯诺克 桑坎姆、麦克吉尔登场 八号桌 17:00,http://121.40.91.27:5222/966168973
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 一号场 17:55,http://121.40.91.27:5222/966312963
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 二号场 17:55,http://121.40.91.27:5222/966312956
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 三号场 17:55,http://121.40.91.27:5222/966312939
全国女子篮球锦标赛 大连文体旅vs上海浦发银行 清流播出 19:25,http://121.40.91.27:5222/966167470
全国女子篮球锦标赛 河南豫光金铅vs江苏南钢 清流播出 19:25,http://121.40.91.27:5222/966167453
斯诺克 常冰玉、徐思登场 一号桌 23:00,http://121.40.91.27:5222/966168984
斯诺克 常冰玉、徐思登场 二号桌 23:00,http://121.40.91.27:5222/966169020
斯诺克 常冰玉、徐思登场 三号桌 23:00,http://121.40.91.27:5222/966169079
斯诺克 常冰玉、徐思登场 四号桌 23:00,http://121.40.91.27:5222/966169093
斯诺克 常冰玉、徐思登场 五号桌 23:00,http://121.40.91.27:5222/966169104
斯诺克 常冰玉、徐思登场 六号桌 23:00,http://121.40.91.27:5222/966169119
斯诺克 常冰玉、徐思登场 七号桌 23:00,http://121.40.91.27:5222/966169132
斯诺克 常冰玉、徐思登场 八号桌 23:00,http://121.40.91.27:5222/966169140
中国羽毛球公开赛 主场作战！王祉怡、凤凰组合领衔 CCTV5 09:00,http://123.113.13.236:51234/966321449
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 一号场 09:55,http://123.113.13.236:51234/966313007
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 二号场 09:55,http://123.113.13.236:51234/966312992
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 三号场 09:55,http://123.113.13.236:51234/966312983
机器人足球赛 首届北京市中学生人形机器人足球赛DAY2 解说 13:30,http://123.113.13.236:51234/966218009
中国羽毛球公开赛 国羽女双内战！梁王组合出战 CCTV5+ 14:00,http://123.113.13.236:51234/966321505
全国女子篮球锦标赛 山西竹叶青酒vs石家庄英励 清流播出 14:25,http://123.113.13.236:51234/966167373
全国女子篮球锦标赛 河南豫光金铅vs浙江稠州银行 清流播出 16:55,http://123.113.13.236:51234/966167398
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 一号桌 17:00,http://123.113.13.236:51234/966169153
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 二号桌 17:00,http://123.113.13.236:51234/966169165
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 三号桌 17:00,http://123.113.13.236:51234/966169178
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 四号桌 17:00,http://123.113.13.236:51234/966169184
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 五号桌 17:00,http://123.113.13.236:51234/966169194
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 六号桌 17:00,http://123.113.13.236:51234/966169200
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 七号桌 17:00,http://123.113.13.236:51234/966169212
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 八号桌 17:00,http://123.113.13.236:51234/966169230
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 一号场 17:55,http://123.113.13.236:51234/966313059
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 二号场 17:55,http://123.113.13.236:51234/966313050
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 三号场 17:55,http://123.113.13.236:51234/966313019
全国女子篮球锦标赛 东莞新世纪vs上海交通大学 清流播出 19:25,http://123.113.13.236:51234/966167461
足协杯 兰州陇原竞技VS陕西联合 张昊泽 19:45,http://123.113.13.236:51234/966218468
足协杯 兰州陇原竞技VS陕西联合 赛场原声 19:45,http://123.113.13.236:51234/966218497
斯诺克 张安达、瓦菲领衔出战 一号桌 23:00,http://123.113.13.236:51234/966169245
斯诺克 张安达、瓦菲领衔出战 二号桌 23:00,http://123.113.13.236:51234/966169254
斯诺克 张安达、瓦菲领衔出战 三号桌 23:00,http://123.113.13.236:51234/966169274
斯诺克 张安达、瓦菲领衔出战 四号桌 23:00,http://123.113.13.236:51234/966169305
斯诺克 张安达、瓦菲领衔出战 五号桌 23:00,http://123.113.13.236:51234/966169320
斯诺克 张安达、瓦菲领衔出战 六号桌 23:00,http://123.113.13.236:51234/966169326
斯诺克 张安达、瓦菲领衔出战 七号桌 23:00,http://123.113.13.236:51234/966169334
斯诺克 张安达、瓦菲领衔出战 八号桌 23:00,http://123.113.13.236:51234/966169343
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】瑞恩·戴2-5阿什利·休吉尔（赛场原声） 02:00,http://223.241.233.130:7788/966318092
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】斯科特·唐纳森5-2王信伯（赛场原声） 02:00,http://223.241.233.130:7788/966318175
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】亚伦·希尔5-2姚朋成（赛场原声） 02:00,http://223.241.233.130:7788/966318034
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】卢卡·布雷切尔5-3朱利安·勒克莱（赛场原声） 02:00,http://223.241.233.130:7788/966318217
斯诺克 刘宏宇5-0速胜 王信伯无缘晋级 【回放】辛格·查达3-5利亚姆·戴维斯（赛场原声） 02:00,http://223.241.233.130:7788/966319099
机器人足球赛 首届北京市中学生人形机器人足球赛DAY1 2026首届北京市中学生人形机器人足球赛Day1全场回放（官方解说）（一） 09:30,http://223.241.233.130:7788/966326664
机器人足球赛 首届北京市中学生人形机器人足球赛DAY1 2026首届北京市中学生人形机器人足球赛Day1全场回放（官方解说）（二） 09:30,http://223.241.233.130:7788/966327609
全国女子篮球锦标赛 福建金篮71-84四川远达美乐 全场回放（赛场原声） 13:55,http://223.241.233.130:7788/966325595
全国女子篮球锦标赛 浙江稠州银行63-57东莞新世纪 全场回放（赛场原声） 14:25,http://223.241.233.130:7788/966326214
全国女子篮球锦标赛 北京大学89-83北京首钢 全场回放（赛场原声） 15:55,http://223.241.233.130:7788/966327726
全国女子篮球锦标赛 上海交通大学69-85山西竹叶青酒 全场回放（赛场原声） 16:55,http://223.241.233.130:7788/966328315
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：诺鹏·桑坎姆4-5蓝裕豪（赛场原声） 17:00,http://223.241.233.130:7788/966329458
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：本·沃拉斯顿4-5罗泽涛（孙嘉星） 17:00,http://223.241.233.130:7788/966329526
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：杰克逊·佩奇5-3迪伦·埃莫里（赛场原声） 17:00,http://223.241.233.130:7788/966329846
斯诺克 蓝裕豪、罗泽涛、黄佳浩决胜局险胜 26/27斯诺克深圳公开赛资格赛第2轮回放：马修·塞尔特5-1斯蒂芬·霍尔沃斯（赛场原声） 17:00,http://223.241.233.130:7788/966329877
NBA经典赛事 NBA精彩重播：湖人 vs 森林狼 全场回放（孙博、闫宇峰、李根、佳依） 18:00,http://223.241.233.130:7788/959748211
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 2026全国柔道积分赛第一比赛日决赛三号场全场回放（赛场原声） 17:55,http://223.241.233.130:7788/966329418
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 2026全国柔道积分赛第一比赛日决赛一号场全场回放（赛场原声） 17:55,http://223.241.233.130:7788/966329685
全国柔道积分赛 全国柔道积分赛 第一比赛日决赛 2026全国柔道积分赛第一比赛日决赛二号场全场回放（赛场原声） 17:55,http://223.241.233.130:7788/966329762
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 柏林 23:00,http://223.241.233.130:7788/966322528
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 一号桌 23:00,http://223.241.233.130:7788/966168984
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 二号桌 23:00,http://223.241.233.130:7788/966169020
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 三号桌 23:00,http://223.241.233.130:7788/966169079
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 四号桌 23:00,http://223.241.233.130:7788/966169093
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 六号桌 23:00,http://223.241.233.130:7788/966169119
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 七号桌 23:00,http://223.241.233.130:7788/966169132
斯诺克 常冰玉、徐思出战 贺国强PK吕昊天 八号桌 23:00,http://223.241.233.130:7788/966169140
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 一号场 09:55,http://121.40.91.27:5222/966313007
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 一号场 09:55,http://223.241.233.130:7788/966313007
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 二号场 09:55,http://121.40.91.27:5222/966312992
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 二号场 09:55,http://223.241.233.130:7788/966312992
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 三号场 09:55,http://121.40.91.27:5222/966312983
全国柔道积分赛 全国柔道积分赛 第二比赛日预赛 三号场 09:55,http://223.241.233.130:7788/966312983
全国女子篮球锦标赛 山西竹叶青酒vs石家庄英励 清流播出 14:25,http://121.40.91.27:5222/966167373
全国女子篮球锦标赛 山西竹叶青酒vs石家庄英励 清流播出 14:25,http://223.241.233.130:7788/966167373
机器人足球赛 首届北京市中学生人形机器人足球赛DAY2 解说 15:40,http://121.40.91.27:5222/966218009
全国女子篮球锦标赛 河南豫光金铅vs浙江稠州银行 清流播出 16:55,http://121.40.91.27:5222/966167398
全国女子篮球锦标赛 河南豫光金铅vs浙江稠州银行 清流播出 16:55,http://223.241.233.130:7788/966167398
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 一号桌 17:00,http://121.40.91.27:5222/966169153
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 一号桌 17:00,http://223.241.233.130:7788/966169153
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 二号桌 17:00,http://121.40.91.27:5222/966169165
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 二号桌 17:00,http://223.241.233.130:7788/966169165
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 三号桌 17:00,http://121.40.91.27:5222/966169178
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 三号桌 17:00,http://223.241.233.130:7788/966169178
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 四号桌 17:00,http://121.40.91.27:5222/966169184
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 四号桌 17:00,http://223.241.233.130:7788/966169184
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 五号桌 17:00,http://121.40.91.27:5222/966169194
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 五号桌 17:00,http://223.241.233.130:7788/966169194
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 六号桌 17:00,http://121.40.91.27:5222/966169200
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 六号桌 17:00,http://223.241.233.130:7788/966169200
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 七号桌 17:00,http://121.40.91.27:5222/966169212
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 七号桌 17:00,http://223.241.233.130:7788/966169212
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 八号桌 17:00,http://121.40.91.27:5222/966169230
斯诺克 周跃龙、雷佩凡、塔猜亚领衔出战 八号桌 17:00,http://223.241.233.130:7788/966169230
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 一号场 17:55,http://121.40.91.27:5222/966313059
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 一号场 17:55,http://223.241.233.130:7788/966313059
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 二号场 17:55,http://121.40.91.27:5222/966313050
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 二号场 17:55,http://223.241.233.130:7788/966313050
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 三号场 17:55,http://121.40.91.27:5222/966313019
全国柔道积分赛 全国柔道积分赛 第二比赛日决赛 三号场 17:55,http://223.241.233.130:7788/966313019
全国女子篮球锦标赛 东莞新世纪vs上海交通大学 清流播出 19:25,http://121.40.91.27:5222/966167461
全国女子篮球锦标赛 东莞新世纪vs上海交通大学 清流播出 19:25,http://223.241.233.130:7788/966167461
足协杯 兰州陇原竞技VS陕西联合 张昊泽 19:45,http://121.40.91.27:5222/966218468
足协杯 兰州陇原竞技VS陕西联合 张昊泽 19:45,http://223.241.233.130:7788/966218468
足协杯 兰州陇原竞技VS陕西联合 赛场原声 19:45,http://121.40.91.27:5222/966218497
足协杯 兰州陇原竞技VS陕西联合 赛场原声 19:45,http://223.241.233.130:7788/966218497
斯诺克 张安达、瓦菲领衔出战 一号桌 23:00,http://121.40.91.27:5222/966169245
斯诺克 张安达、瓦菲领衔出战 一号桌 23:00,http://223.241.233.130:7788/966169245
斯诺克 张安达、瓦菲领衔出战 二号桌 23:00,http://121.40.91.27:5222/966169254
斯诺克 张安达、瓦菲领衔出战 二号桌 23:00,http://223.241.233.130:7788/966169254
斯诺克 张安达、瓦菲领衔出战 三号桌 23:00,http://121.40.91.27:5222/966169274
斯诺克 张安达、瓦菲领衔出战 三号桌 23:00,http://223.241.233.130:7788/966169274
斯诺克 张安达、瓦菲领衔出战 四号桌 23:00,http://121.40.91.27:5222/966169305
斯诺克 张安达、瓦菲领衔出战 四号桌 23:00,http://223.241.233.130:7788/966169305
斯诺克 张安达、瓦菲领衔出战 五号桌 23:00,http://121.40.91.27:5222/966169320
斯诺克 张安达、瓦菲领衔出战 五号桌 23:00,http://223.241.233.130:7788/966169320
斯诺克 张安达、瓦菲领衔出战 六号桌 23:00,http://121.40.91.27:5222/966169326
斯诺克 张安达、瓦菲领衔出战 六号桌 23:00,http://223.241.233.130:7788/966169326
斯诺克 张安达、瓦菲领衔出战 七号桌 23:00,http://121.40.91.27:5222/966169334
斯诺克 张安达、瓦菲领衔出战 七号桌 23:00,http://223.241.233.130:7788/966169334
斯诺克 张安达、瓦菲领衔出战 八号桌 23:00,http://121.40.91.27:5222/966169343
斯诺克 张安达、瓦菲领衔出战 八号桌 23:00,http://223.241.233.130:7788/966169343
全国女子篮球锦标赛 新疆天山vs黑龙江队 清流播出 09:55,http://123.113.13.236:51234/966167468
全国柔道积分赛 全国柔道积分赛 第三比赛日预赛 一号场 09:55,http://123.113.13.236:51234/966313119
全国柔道积分赛 全国柔道积分赛 第三比赛日预赛 二号场 09:55,http://123.113.13.236:51234/966313095
全国柔道积分赛 全国柔道积分赛 第三比赛日预赛 三号场 09:55,http://123.113.13.236:51234/966313065
全国女子篮球锦标赛 北京师范大学vs赣州章贡赣星 清流播出 14:25,http://123.113.13.236:51234/966167491
全国女子篮球锦标赛 河南豫光金铅vs东莞新世纪 清流播出 14:25,http://123.113.13.236:51234/966167503
全国女子篮球锦标赛 陕西榆林天泽vs合肥文旅 清流播出 16:55,http://123.113.13.236:51234/966167505
全国女子篮球锦标赛 江苏南钢vs山西竹叶青酒 清流播出 16:55,http://123.113.13.236:51234/966167508
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 1号桌 17:00,http://123.113.13.236:51234/966219469
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 2号桌 17:00,http://123.113.13.236:51234/966219627
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 3号桌 17:00,http://123.113.13.236:51234/966219670
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 4号桌 17:00,http://123.113.13.236:51234/966219727
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 5号桌 17:00,http://123.113.13.236:51234/966219782
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 6号桌 17:00,http://123.113.13.236:51234/966219850
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 7号桌 17:00,http://123.113.13.236:51234/966219904
斯诺克 周跃龙PK吉米·罗伯逊 张安达VS博登 8号桌 17:00,http://123.113.13.236:51234/966220160
全国柔道积分赛 全国柔道积分赛 第三比赛日决赛 一号场 17:55,http://123.113.13.236:51234/966313160
全国柔道积分赛 全国柔道积分赛 第三比赛日决赛 二号场 17:55,http://123.113.13.236:51234/966313152
全国柔道积分赛 全国柔道积分赛 第三比赛日决赛 三号场 17:55,http://123.113.13.236:51234/966313135
